1,25499790
2,34687213
3,34726111
4,36125352
5,36315807
6,37209953
7,36692258
8,37221404
9,35550765
10,34590155
11,37395771
12,34685266
13,34801155
14,35270130
15,36060802
16,37673804
17,35370675
18,34417815
19,35655575
20,34797686
21,35482903
22,35445322
23,35560126
24,35674624
25,36155528
26,37095169
27,35587205
28,36342116
29,35734378
30,35934305
31,35914423
32,36815419
33,37436901
34,38139711
35,38721026
36,38784828
37,38505365
38,38494861
39,38013316
40,38020919
41,38233951
42,36334184
43,39834415
44,42045532
45,41788664
46,41636091
47,39953055
48,41404243
49,40714339
50,39994383
51,38552293
52,38007147
53,38142213
54,39023275
55,38757854
56,39743181
57,41275428
58,39536149
59,39493740
60,41418299
61,43031606
62,43849402
63,43480041
64,42494029
65,40142931
66,40814033
67,40354162
68,39290812
69,39566343
70,39479753
71,39054118
72,40788145
73,39916454
74,39866445
75,39595327
76,40782910
77,40034725
78,39608283
79,40357816
80,39402013
81,39880483
82,39726245
83,40764599
84,40032752
85,42672894
86,41462516
87,40271466
88,40512207
89,40491325
90,39637846
91,41760556
92,41905847
93,42171991
94,40352529
95,40409352
96,41406778
97,41710146
98,41859607
99,40936858
100,40408102
101,40151813
102,40287074
103,40156098
104,41072359
105,40898768
106,39799723
107,41933008
108,44317495
109,40879373
110,41426079
111,44328957
112,40869896
113,41192692
114,41851609
115,41348092
116,40932264
117,40238222
118,42163308
119,41432671
120,41425031
121,41018543
122,41546720
123,41547363
124,40693239
125,40571293
126,41179306
127,41930255
128,42676259
129,41586312
130,42772971
131,42477095
132,41190865
133,41904639
134,45711628
135,45146068
136,47256993
137,44256036
138,41506564
139,42077497
140,41958975
141,42141228
142,41739120
143,42085381
144,43888214
145,44910027
146,43637875
147,43385129
148,42997033
149,43929474
150,43450069
151,42962368
152,42121448
153,42347610
154,41322984
155,46624937
156,41877414
157,42274348
158,41808202
159,41600747
160,43373202
161,42273329
162,42942258
163,41561363
164,42574292
165,42809766
166,42326612
167,43378882
168,42085538
169,42297603
170,42086347
171,42923808
172,52816111
173,49611813
174,48678775
175,43568779
176,45435973
177,46397220
178,46394336
179,48770931
180,45999777
181,47431136
182,44634017
183,47666781
184,46415910
185,43918258
186,43633299
187,43375696
188,44531741
189,44092787
190,47477706
191,46704615
192,47580461
193,44975800
194,43147816
195,49986489
196,43726167
197,43399037
198,43805910
199,45369916
200,43941017
201,46433588
202,43737653
203,45516032
204,46513912
205,46716756
206,49735048
207,47529563
208,45091032
209,45237792
210,45678879
211,42928734
212,44284893
213,46029392
214,42861112
215,43748588
216,43002127
217,43874118
218,43106834
219,43515241
220,44122701
221,43161232
222,43966825
223,45240315
224,45807850
225,44415615
226,42478684
227,44598384
228,44216603
229,44172197
230,45346662
231,45816326
232,46729599
233,44407406
234,45140463
235,43245419
236,48496216
237,43071919
238,43358632
239,42989305
240,45105513
241,44339829
242,43725485
243,42928016
244,44369474
245,44833787
246,43938326
247,44010205
248,47323256
249,44963567
250,43496717
251,43607122
252,44452532
253,44089762
254,44152534
255,44086357
256,45227163
257,50166036
258,45940970
259,44082183
260,46304080
261,46549489
262,45606300
263,46148691
264,47060311
265,44529975
266,45728541
267,44624858
268,46229832
269,45031361
270,44857368
271,51235411
272,52092252
273,52583447
274,49742644
275,46658557
276,47677737
277,48979728
278,47038858
279,45061440
280,44117787
281,46524547
282,44008662
283,44741123
284,45733421
285,46756186
286,46137982
287,46039513
288,50182327
289,45990635
290,45274947
291,45830402
292,46472478
293,49365219
294,46133899
295,45291360
296,46448122
297,47302256
298,45344330
299,46441911
300,44854525
301,45985843
302,46635283
303,46796117
304,48193238
305,50624744
306,56527377
307,49796275
308,48556904
309,46478140
310,50249029
311,49145634
312,49561017
313,47443388
314,45654828
315,46966889
316,46154540
317,46182121
318,46828757
319,52036944
320,55345757
321,51288296
322,46262866
323,47537819
324,49034805
325,46881193
326,46257198
327,49615277
328,50266471
329,47970710
330,47439492
331,49263671
332,53503175
333,51437358
334,47975662
335,47656659
336,46210795
337,57706288
338,60984886
339,53602048
340,47574766
341,48883579
342,48469720
343,46215865
344,47636461
345,46848460
346,48048094
347,50195474
348,49936585
349,46990510
350,46900641
351,64749263
352,50149894
353,47720055
354,47133079
355,48767342
356,48341031
357,47982740
358,47624685
359,46840342
360,47258543
361,48170688
362,46061448
363,47597875
364,47208911
365,48772895
366,47277769
367,46878123
368,46511392
369,46926639
370,47383195
371,47487031
372,47062892
373,47887003
374,48288908
375,47903181
376,48601122
377,48715889
378,49716980
379,48347504
380,47919296
381,47391174
382,49382090
383,46974151
384,47923450
385,49581264
386,50267502
387,46115364
388,47375897
389,48358075
390,47274875
391,48611505
392,47003432
393,48697964
394,46971628
395,47829083
396,51202440
397,48965313
398,47333214
399,47580171
400,48707165
401,54606282
402,53959804
403,59564737
404,53980875
405,49710497
406,50112841
407,49602230
408,62527838
409,50879682
410,51195071
411,50109325
412,48287741
413,47908816
414,49742799
415,49088054
416,47924483
417,47419256
418,50759224
419,49589182
420,49816068
421,49774751
422,49979669
423,48093108
424,50171260
